Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
2319,42.241558,-88.620598,266,IL,199,Asclepias,syriaca,common milkweed,Plantae,200,All leaves withered (herbaceous and grasses),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,117,2455314,-9999,-9999,4,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-1.84,16.83,28.23,15.7,-9.52,4.53,16.86,5.18,141,257,488,246,-9999,-9999,-9999,-9999
2319,42.241558,-88.620598,266,IL,199,Asclepias,syriaca,common milkweed,Plantae,482,Initial growth (forbs),1,2010,121,2455318,-9999,-9999,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',517,-9999,930.6,-9999,-1.84,16.83,28.23,15.7,-9.52,4.53,16.86,5.18,141,257,488,246,159,-9999,49766,-9999
2319,42.241558,-88.620598,266,IL,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2010,121,2455318,-9999,-9999,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',517,-9999,930.6,-9999,-1.84,16.83,28.23,15.7,-9.52,4.53,16.86,5.18,141,257,488,246,159,-9999,49766,-9999
2384,35.895096,-78.722656,156,NC,203,Helianthus,annuus,common sunflower,Plantae,482,Initial growth (forbs),1,2010,74,2455271,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',315.5,-9999,567.9,-9999,8.67,22.84,32.5,21.55,-2.09,9.37,21,10.38,401,281,285,343,237,-9999,42163,-9999
2766,43.738049,-96.625381,484,SD,156,Cirsium,arvense,Canada thistle,Plantae,200,All leaves withered (herbaceous and grasses),1,2010,209,2455406,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',2083,-9999,3749.4,-9999,-6.41,15.13,27.63,14.35,-15.52,2.97,15.94,3.14,102,170,504,167,548,-9999,52531,-9999
2766,43.738049,-96.625381,484,SD,156,Cirsium,arvense,Canada thistle,Plantae,201,Open flowers (1 location),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,195,2455392,-9999,-9999,14,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-6.41,15.13,27.63,14.35,-15.52,2.97,15.94,3.14,102,170,504,167,-9999,-9999,-9999,-9999
2766,43.738049,-96.625381,484,SD,156,Cirsium,arvense,Canada thistle,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,195,2455392,-9999,-9999,14,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-6.41,15.13,27.63,14.35,-15.52,2.97,15.94,3.14,102,170,504,167,-9999,-9999,-9999,-9999
2766,43.738049,-96.625381,484,SD,156,Cirsium,arvense,Canada thistle,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,195,2455392,-9999,-9999,14,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-6.41,15.13,27.63,14.35,-15.52,2.97,15.94,3.14,102,170,504,167,-9999,-9999,-9999,-9999
4916,36.005939,-84.293892,272,TN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,201,Open flowers (1 location),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,254,2455451,-9999,-9999,4,-9999,-9999,0,'',-9999,-9999,-9999,-9999,6.3,21.78,32.1,20.68,-2.57,8.52,20.51,9.85,515,328,379,399,-9999,-9999,-9999,-9999
5044,32.247929,-110.92086,744,AZ,204,Liatris,aspera,tall blazing star,Plantae,482,Initial growth (forbs),1,2010,322,2455519,-9999,-9999,1,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',7040,-9999,12672,-9999,18.6,27.49,38.43,30.87,3.35,9.22,22.65,12.8,148,36,135,19,343,-9999,36979,-9999
5071,35.275764,-97.503876,361,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,200,All leaves withered (herbaceous and grasses),1,2010,295,2455492,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',5327,-9999,9588.6,-9999,7.14,21.59,33.79,21.23,-3.06,9.46,22.39,9.88,176,194,265,269,743,-9999,39053,-9999
5071,35.275764,-97.503876,361,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,201,Open flowers (1 location),1,2010,287,2455484,-9999,-9999,13,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',5177.25,-9999,9319.05,-9999,7.14,21.59,33.79,21.23,-3.06,9.46,22.39,9.88,176,194,265,269,726,-9999,40090,-9999
5071,35.275764,-97.503876,361,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.14,21.59,33.79,21.23,-3.06,9.46,22.39,9.88,176,194,265,269,-9999,-9999,-9999,-9999
5071,35.275764,-97.503876,361,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.14,21.59,33.79,21.23,-3.06,9.46,22.39,9.88,176,194,265,269,-9999,-9999,-9999,-9999
5079,35.3377,-97.569756,371,OK,204,Liatris,aspera,tall blazing star,Plantae,200,All leaves withered (herbaceous and grasses),1,2010,295,2455492,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',5321.75,-9999,9579.15,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,785,-9999,39053,-9999
5079,35.3377,-97.569756,371,OK,204,Liatris,aspera,tall blazing star,Plantae,201,Open flowers (1 location),1,2010,287,2455484,-9999,-9999,8,-9999,-9999,1,2010,295,2455492,-9999,-9999,9,-9999,-9999,0,'',5172,-9999,9309.6,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,767,-9999,40090,-9999
5079,35.3377,-97.569756,371,OK,204,Liatris,aspera,tall blazing star,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,-9999,-9999,-9999,-9999
5079,35.3377,-97.569756,371,OK,204,Liatris,aspera,tall blazing star,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,-9999,-9999,-9999,-9999
5079,35.3377,-97.569756,371,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,200,All leaves withered (herbaceous and grasses),1,2010,304,2455501,-9999,-9999,9,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',5463.25,-9999,9833.85,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,797,-9999,38016,-9999
5079,35.3377,-97.569756,371,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,201,Open flowers (1 location),1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',5172,-9999,9309.6,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,767,-9999,40090,-9999
5079,35.3377,-97.569756,371,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,-9999,-9999,-9999,-9999
5079,35.3377,-97.569756,371,OK,207,Symphyotrichum,ericoides,white heath aster,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,287,2455484,-9999,-9999,8,-9999,-9999,0,'',-9999,-9999,-9999,-9999,7.13,21.57,33.82,21.14,-3.16,9.38,22.39,9.81,168,188,330,288,-9999,-9999,-9999,-9999
6313,45.104584,-114.859993,1164,ID,156,Cirsium,arvense,Canada thistle,Plantae,200,All leaves withered (herbaceous and grasses),1,2010,306,2455503,-9999,-9999,15,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',2921.5,-9999,5258.7,-9999,1.48,12.85,26.61,14.82,-7.95,-0.99,8.4,0.17,40,152,140,58,407,-9999,35251,-9999
6313,45.104584,-114.859993,1164,ID,156,Cirsium,arvense,Canada thistle,Plantae,201,Open flowers (1 location),1,2010,210,2455407,-9999,-9999,8,-9999,-9999,1,2010,224,2455421,-9999,-9999,8,-9999,-9999,0,'',1555.25,-9999,2799.45,-9999,1.48,12.85,26.61,14.82,-7.95,-0.99,8.4,0.17,40,152,140,58,296,-9999,52877,-9999
6313,45.104584,-114.859993,1164,ID,156,Cirsium,arvense,Canada thistle,Plantae,482,Initial growth (forbs),1,2010,117,2455314,-9999,-9999,4,-9999,-9999,1,2010,242,2455439,-9999,-9999,12,-9999,-9999,0,'',305,-9999,549,-9999,1.48,12.85,26.61,14.82,-7.95,-0.99,8.4,0.17,40,152,140,58,87,-9999,50112,-9999
6,43.040955,-76.212914,163,NY,197,Asclepias,incarnata,swamp milkweed,Plantae,482,Initial growth (forbs),1,2011,132,2455694,-9999,-9999,3,-9999,-9999,1,2011,142,2455704,-9999,-9999,8,-9999,-9999,0,'',467.5,-9999,841.5,-9999,-0.86,13.28,27.27,15.56,-9.05,3.09,15.58,5.64,278,381,299,302,466,-9999,51840,-9999
6,43.040955,-76.212914,163,NY,197,Asclepias,incarnata,swamp milkweed,Plantae,488,Leaves (forbs),1,2011,150,2455712,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',803.5,-9999,1446.3,-9999,-0.86,13.28,27.27,15.56,-9.05,3.09,15.58,5.64,278,381,299,302,538,-9999,53568,-9999
6,43.040955,-76.212914,163,NY,198,Asclepias,sullivantii,prairie milkweed,Plantae,482,Initial growth (forbs),1,2011,138,2455700,-9999,-9999,6,-9999,-9999,1,2011,142,2455704,-9999,-9999,8,-9999,-9999,0,'',562,-9999,1011.6,-9999,-0.86,13.28,27.27,15.56,-9.05,3.09,15.58,5.64,278,381,299,302,497,-9999,52531,-9999
6,43.040955,-76.212914,163,NY,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,129,2455691,-9999,-9999,3,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-0.86,13.28,27.27,15.56,-9.05,3.09,15.58,5.64,278,381,299,302,-9999,-9999,-9999,-9999
310,38.983101,-104.690399,2210,CO,156,Cirsium,arvense,Canada thistle,Plantae,482,Initial growth (forbs),1,2011,116,2455678,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',336,-9999,604.8,-9999,5.38,13.96,27.79,17.61,-10.22,-1.9,10.48,0.76,29,110,199,22,80,-9999,48384,-9999
310,38.983101,-104.690399,2210,CO,156,Cirsium,arvense,Canada thistle,Plantae,488,Leaves (forbs),1,2011,116,2455678,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',336,-9999,604.8,-9999,5.38,13.96,27.79,17.61,-10.22,-1.9,10.48,0.76,29,110,199,22,80,-9999,48384,-9999
906,38.804558,-89.944405,165,IL,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2011,81,2455643,-9999,-9999,18,-9999,-9999,1,2011,81,2455643,-9999,-9999,18,-9999,-9999,0,'',292.5,-9999,526.5,-9999,3.06,18.87,31.92,21.65,-5.75,7.6,20.48,7.82,164,411,243,293,213,-9999,43200,-9999
906,38.804558,-89.944405,165,IL,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2011,81,2455643,-9999,-9999,18,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',292.5,-9999,526.5,-9999,3.06,18.87,31.92,21.65,-5.75,7.6,20.48,7.82,164,411,243,293,213,-9999,43200,-9999
940,34.091167,-118.047043,96,CA,203,Helianthus,annuus,common sunflower,Plantae,488,Leaves (forbs),1,2011,208,2455770,-9999,-9999,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',3759.5,-9999,6767.1,-9999,20.39,23.93,31.01,26.97,8.85,11.21,15.89,13.61,429,102,1,89,217,-9999,49766,-9999
962,44.419422,-106.588882,1328,WY,156,Cirsium,arvense,Canada thistle,Plantae,500,Flowers or flower buds,1,2011,187,2455749,-9999,-9999,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1166.75,-9999,2100.15,-9999,2.04,11.61,28.63,16.99,-11.39,-1.13,11.36,0.64,51,237,116,11,314,-9999,54950,-9999
962,44.419422,-106.588882,1328,WY,156,Cirsium,arvense,Canada thistle,Plantae,501,Open flowers,1,2011,187,2455749,-9999,-9999,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1166.75,-9999,2100.15,-9999,2.04,11.61,28.63,16.99,-11.39,-1.13,11.36,0.64,51,237,116,11,314,-9999,54950,-9999
1447,42.176537,-85.892448,230,MI,195,Asclepias,tuberosa,butterfly milkweed,Plantae,482,Initial growth (forbs),1,2011,133,2455695,-9999,-9999,4,-9999,-9999,1,2011,133,2455695,-9999,-9999,15,-9999,-9999,0,'',543,-9999,977.4,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,345,-9999,51494,-9999
1447,42.176537,-85.892448,230,MI,195,Asclepias,tuberosa,butterfly milkweed,Plantae,488,Leaves (forbs),1,2011,148,2455710,-9999,-9999,15,-9999,-9999,1,2011,267,2455829,-9999,-9999,7,-9999,-9999,0,'',765.25,-9999,1377.45,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,439,-9999,53222,-9999
1447,42.176537,-85.892448,230,MI,195,Asclepias,tuberosa,butterfly milkweed,Plantae,500,Flowers or flower buds,1,2011,201,2455763,-9999,-9999,25,-9999,-9999,1,2011,201,2455763,-9999,-9999,28,-9999,-9999,0,'',1921,-9999,3457.8,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,598,-9999,52877,-9999
1447,42.176537,-85.892448,230,MI,195,Asclepias,tuberosa,butterfly milkweed,Plantae,501,Open flowers,1,2011,201,2455763,-9999,-9999,25,-9999,-9999,1,2011,201,2455763,-9999,-9999,28,-9999,-9999,0,'',1921,-9999,3457.8,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,598,-9999,52877,-9999
1447,42.176537,-85.892448,230,MI,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2011,105,2455667,-9999,-9999,19,-9999,-9999,1,2011,120,2455682,-9999,-9999,9,-9999,-9999,1,'2713',236.75,-9999,426.15,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,206,-9999,47347,-9999
1447,42.176537,-85.892448,230,MI,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2011,113,2455675,-9999,-9999,8,-9999,-9999,1,2011,155,2455717,-9999,-9999,7,-9999,-9999,1,'2713',279.5,-9999,503.1,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,275,-9999,48730,-9999
1447,42.176537,-85.892448,230,MI,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2011,176,2455738,-9999,-9999,14,-9999,-9999,1,2011,229,2455791,-9999,-9999,24,-9999,-9999,0,'',1343.5,-9999,2418.3,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,523,-9999,54259,-9999
1447,42.176537,-85.892448,230,MI,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2011,201,2455763,-9999,-9999,25,-9999,-9999,1,2011,274,2455836,-9999,-9999,30,-9999,-9999,1,'2713',1921,-9999,3457.8,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,598,-9999,52877,-9999
1476,34.750793,-82.344971,252,SC,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2011,204,2455766,-9999,-9999,23,-9999,-9999,1,2011,204,2455766,-9999,-9999,13,-9999,-9999,0,'',3291.25,-9999,5924.25,-9999,10.76,23.31,33.39,24.32,-1.56,9.74,20.54,10.12,214,342,266,141,671,-9999,50112,-9999
1476,34.750793,-82.344971,252,SC,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2011,162,2455724,-9999,-9999,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',2176.75,-9999,3918.15,-9999,10.76,23.31,33.39,24.32,-1.56,9.74,20.54,10.12,214,342,266,141,491,-9999,51494,-9999
1476,34.750793,-82.344971,252,SC,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2011,162,2455724,-9999,-9999,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',2176.75,-9999,3918.15,-9999,10.76,23.31,33.39,24.32,-1.56,9.74,20.54,10.12,214,342,266,141,491,-9999,51494,-9999
1598,48.051636,-92.766304,395,MN,156,Cirsium,arvense,Canada thistle,Plantae,482,Initial growth (forbs),1,2011,138,2455700,-9999,-9999,3,-9999,-9999,1,2011,138,2455700,-9999,-9999,4,-9999,-9999,0,'',286.5,-9999,515.7,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,174,-9999,54259,-9999
1598,48.051636,-92.766304,395,MN,156,Cirsium,arvense,Canada thistle,Plantae,488,Leaves (forbs),1,2011,138,2455700,-9999,-9999,3,-9999,-9999,1,2011,262,2455824,-9999,-9999,7,-9999,-9999,1,'3012',286.5,-9999,515.7,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,174,-9999,54259,-9999
1598,48.051636,-92.766304,395,MN,156,Cirsium,arvense,Canada thistle,Plantae,500,Flowers or flower buds,1,2011,190,2455752,-9999,-9999,12,-9999,-9999,1,2011,222,2455784,-9999,-9999,24,-9999,-9999,0,'',1075.25,-9999,1935.45,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,373,-9999,56333,-9999
1598,48.051636,-92.766304,395,MN,156,Cirsium,arvense,Canada thistle,Plantae,501,Open flowers,1,2011,207,2455769,-9999,-9999,17,-9999,-9999,1,2011,222,2455784,-9999,-9999,24,-9999,-9999,0,'',1415.75,-9999,2548.35,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,390,-9999,54259,-9999
1598,48.051636,-92.766304,395,MN,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2011,152,2455714,-9999,-9999,7,-9999,-9999,1,2011,257,2455819,-9999,-9999,5,-9999,-9999,0,'',456.25,-9999,821.25,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,208,-9999,55987,-9999
1598,48.051636,-92.766304,395,MN,199,Asclepias,syriaca,common milkweed,Plantae,500,Flowers or flower buds,1,2011,190,2455752,-9999,-9999,12,-9999,-9999,1,2011,207,2455769,-9999,-9999,8,-9999,-9999,0,'',1075.25,-9999,1935.45,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,373,-9999,56333,-9999
1598,48.051636,-92.766304,395,MN,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,1,2011,196,2455758,-9999,-9999,6,-9999,-9999,1,2011,196,2455758,-9999,-9999,11,-9999,-9999,0,'',1181.5,-9999,2126.7,-9999,-8.59,9.01,24.61,11.02,-19.98,-3.99,11.17,-0.37,90,150,242,227,384,-9999,55642,-9999
1784,39.147102,-84.380188,176,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,482,Initial growth (forbs),1,2011,111,2455673,-9999,-9999,11,-9999,-9999,1,2011,113,2455675,-9999,-9999,28,-9999,-9999,0,'',581.75,-9999,1047.15,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,496,-9999,47693,-9999
1784,39.147102,-84.380188,176,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,488,Leaves (forbs),1,2011,111,2455673,-9999,-9999,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',581.75,-9999,1047.15,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,496,-9999,47693,-9999
1784,39.147102,-84.380188,176,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,500,Flowers or flower buds,1,2011,141,2455703,-9999,-9999,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1043,-9999,1877.4,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,676,-9999,51494,-9999
1784,39.147102,-84.380188,176,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,482,Initial growth (forbs),1,2011,92,2455654,-9999,-9999,13,-9999,-9999,1,2011,113,2455675,-9999,-9999,28,-9999,-9999,0,'',328.25,-9999,590.85,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,334,-9999,44928,-9999
1784,39.147102,-84.380188,176,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,488,Leaves (forbs),1,2011,100,2455662,-9999,-9999,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',432,-9999,777.6,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,373,-9999,46310,-9999
1784,39.147102,-84.380188,176,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,500,Flowers or flower buds,1,2011,141,2455703,-9999,-9999,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1043,-9999,1877.4,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,676,-9999,51494,-9999
1784,39.147102,-84.380188,176,OH,199,Asclepias,syriaca,common milkweed,Plantae,482,Initial growth (forbs),1,2011,111,2455673,-9999,-9999,11,-9999,-9999,1,2011,113,2455675,-9999,-9999,2,-9999,-9999,0,'',581.75,-9999,1047.15,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,496,-9999,47693,-9999
1784,39.147102,-84.380188,176,OH,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2011,111,2455673,-9999,-9999,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',581.75,-9999,1047.15,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,496,-9999,47693,-9999
1784,39.147102,-84.380188,176,OH,199,Asclepias,syriaca,common milkweed,Plantae,500,Flowers or flower buds,1,2011,141,2455703,-9999,-9999,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1043,-9999,1877.4,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,676,-9999,51494,-9999
1784,39.147102,-84.380188,176,OH,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,1,2011,153,2455715,-9999,-9999,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1307.5,-9999,2353.5,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,750,-9999,52531,-9999
1784,39.147102,-84.380188,176,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2011,100,2455662,-9999,-9999,6,-9999,-9999,2,2011,107,2455669,6.5,9.19238815543,19,9,12.7279220614,1,'3422',432,-9999,777.6,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,373,-9999,46310,-9999
1784,39.147102,-84.380188,176,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),2,2011,88,2455650,12,16.9705627485,5.5,0.5,0.707106781187,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',322.5,109.5,580.5,197.1,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,343,30,44409.5,1900.5
1784,39.147102,-84.380188,176,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2011,141,2455703,-9999,-9999,13,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1043,-9999,1877.4,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,676,-9999,51494,-9999
1784,39.147102,-84.380188,176,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2011,153,2455715,-9999,-9999,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1307.5,-9999,2353.5,-9999,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,750,-9999,52531,-9999
1784,39.147102,-84.380188,176,OH,204,Liatris,aspera,tall blazing star,Plantae,482,Initial growth (forbs),2,2011,86,2455648,6.5,9.19238815543,8,5,7.07106781187,2,2011,108,2455670,7.5,10.6066017178,18.5,7.5,10.6066017178,1,'5049',287.5,40.75,517.5,73.35,3.16,18.23,30.57,21.65,-5.52,6.79,18.34,6.48,281,530,295,182,329,5,43891,1037
